timestamp,local_timestamp,utc_timestamp,timezone,flags,note
2024-05-30T03:47:00+00:00,2024-05-30T05:47:00+02:00,2024-05-30T03:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T04:47:00+00:00,2024-05-30T06:47:00+02:00,2024-05-30T04:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T05:47:00+00:00,2024-05-30T07:47:00+02:00,2024-05-30T05:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T06:47:00+00:00,2024-05-30T08:47:00+02:00,2024-05-30T06:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T07:47:00+00:00,2024-05-30T09:47:00+02:00,2024-05-30T07:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T08:47:00+00:00,2024-05-30T10:47:00+02:00,2024-05-30T08:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T09:47:00+00:00,2024-05-30T11:47:00+02:00,2024-05-30T09:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T10:47:00+00:00,2024-05-30T12:47:00+02:00,2024-05-30T10:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T11:47:00+00:00,2024-05-30T13:47:00+02:00,2024-05-30T11:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T12:47:00+00:00,2024-05-30T14:47:00+02:00,2024-05-30T12:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T13:47:00+00:00,2024-05-30T15:47:00+02:00,2024-05-30T13:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T14:47:00+00:00,2024-05-30T16:47:00+02:00,2024-05-30T14:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T15:47:00+00:00,2024-05-30T17:47:00+02:00,2024-05-30T15:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T16:47:00+00:00,2024-05-30T18:47:00+02:00,2024-05-30T16:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T17:47:00+00:00,2024-05-30T19:47:00+02:00,2024-05-30T17:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T18:47:00+00:00,2024-05-30T20:47:00+02:00,2024-05-30T18:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T19:47:00+00:00,2024-05-30T21:47:00+02:00,2024-05-30T19:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T20:47:00+00:00,2024-05-30T22:47:00+02:00,2024-05-30T20:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T21:47:00+00:00,2024-05-30T23:47:00+02:00,2024-05-30T21:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T22:47:00+00:00,2024-05-31T00:47:00+02:00,2024-05-30T22:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-30T23:47:00+00:00,2024-05-31T01:47:00+02:00,2024-05-30T23:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T00:47:00+00:00,2024-05-31T02:47:00+02:00,2024-05-31T00:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T01:47:00+00:00,2024-05-31T03:47:00+02:00,2024-05-31T01:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T02:47:00+00:00,2024-05-31T04:47:00+02:00,2024-05-31T02:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T03:47:00+00:00,2024-05-31T05:47:00+02:00,2024-05-31T03:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T04:47:00+00:00,2024-05-31T06:47:00+02:00,2024-05-31T04:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T05:47:00+00:00,2024-05-31T07:47:00+02:00,2024-05-31T05:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T06:47:00+00:00,2024-05-31T08:47:00+02:00,2024-05-31T06:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T07:47:00+00:00,2024-05-31T09:47:00+02:00,2024-05-31T07:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T08:47:00+00:00,2024-05-31T10:47:00+02:00,2024-05-31T08:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T09:47:00+00:00,2024-05-31T11:47:00+02:00,2024-05-31T09:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T10:47:00+00:00,2024-05-31T12:47:00+02:00,2024-05-31T10:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T11:47:00+00:00,2024-05-31T13:47:00+02:00,2024-05-31T11:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T12:47:00+00:00,2024-05-31T14:47:00+02:00,2024-05-31T12:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T13:47:00+00:00,2024-05-31T15:47:00+02:00,2024-05-31T13:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T14:47:00+00:00,2024-05-31T16:47:00+02:00,2024-05-31T14:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T15:47:00+00:00,2024-05-31T17:47:00+02:00,2024-05-31T15:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T16:47:00+00:00,2024-05-31T18:47:00+02:00,2024-05-31T16:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T17:47:00+00:00,2024-05-31T19:47:00+02:00,2024-05-31T17:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T18:47:00+00:00,2024-05-31T20:47:00+02:00,2024-05-31T18:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T19:47:00+00:00,2024-05-31T21:47:00+02:00,2024-05-31T19:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T20:47:00+00:00,2024-05-31T22:47:00+02:00,2024-05-31T20:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T21:47:00+00:00,2024-05-31T23:47:00+02:00,2024-05-31T21:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T22:47:00+00:00,2024-06-01T00:47:00+02:00,2024-05-31T22:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-05-31T23:47:00+00:00,2024-06-01T01:47:00+02:00,2024-05-31T23:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T00:47:00+00:00,2024-06-01T02:47:00+02:00,2024-06-01T00:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T01:47:00+00:00,2024-06-01T03:47:00+02:00,2024-06-01T01:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T02:47:00+00:00,2024-06-01T04:47:00+02:00,2024-06-01T02:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T03:47:00+00:00,2024-06-01T05:47:00+02:00,2024-06-01T03:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T04:47:00+00:00,2024-06-01T06:47:00+02:00,2024-06-01T04:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T05:47:00+00:00,2024-06-01T07:47:00+02:00,2024-06-01T05:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T06:47:00+00:00,2024-06-01T08:47:00+02:00,2024-06-01T06:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T07:47:00+00:00,2024-06-01T09:47:00+02:00,2024-06-01T07:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T08:47:00+00:00,2024-06-01T10:47:00+02:00,2024-06-01T08:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T09:47:00+00:00,2024-06-01T11:47:00+02:00,2024-06-01T09:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T10:47:00+00:00,2024-06-01T12:47:00+02:00,2024-06-01T10:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T11:47:00+00:00,2024-06-01T13:47:00+02:00,2024-06-01T11:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T12:45:00+00:00,2024-06-01T14:45:00+02:00,2024-06-01T12:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T12:47:00+00:00,2024-06-01T14:47:00+02:00,2024-06-01T12:47:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T13:45:00+00:00,2024-06-01T15:45:00+02:00,2024-06-01T13:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T14:45:00+00:00,2024-06-01T16:45:00+02:00,2024-06-01T14:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T15:45:00+00:00,2024-06-01T17:45:00+02:00,2024-06-01T15:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T16:45:00+00:00,2024-06-01T18:45:00+02:00,2024-06-01T16:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T17:45:00+00:00,2024-06-01T19:45:00+02:00,2024-06-01T17:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T18:45:00+00:00,2024-06-01T20:45:00+02:00,2024-06-01T18:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T19:45:00+00:00,2024-06-01T21:45:00+02:00,2024-06-01T19:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T20:45:00+00:00,2024-06-01T22:45:00+02:00,2024-06-01T20:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T21:45:00+00:00,2024-06-01T23:45:00+02:00,2024-06-01T21:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T22:45:00+00:00,2024-06-02T00:45:00+02:00,2024-06-01T22:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-01T23:45:00+00:00,2024-06-02T01:45:00+02:00,2024-06-01T23:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T00:45:00+00:00,2024-06-02T02:45:00+02:00,2024-06-02T00:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T01:45:00+00:00,2024-06-02T03:45:00+02:00,2024-06-02T01:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T02:45:00+00:00,2024-06-02T04:45:00+02:00,2024-06-02T02:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T03:45:00+00:00,2024-06-02T05:45:00+02:00,2024-06-02T03:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T04:45:00+00:00,2024-06-02T06:45:00+02:00,2024-06-02T04:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T05:45:00+00:00,2024-06-02T07:45:00+02:00,2024-06-02T05:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T06:45:00+00:00,2024-06-02T08:45:00+02:00,2024-06-02T06:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T07:45:00+00:00,2024-06-02T09:45:00+02:00,2024-06-02T07:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T08:45:00+00:00,2024-06-02T10:45:00+02:00,2024-06-02T08:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T09:45:00+00:00,2024-06-02T11:45:00+02:00,2024-06-02T09:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T10:45:00+00:00,2024-06-02T12:45:00+02:00,2024-06-02T10:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T11:45:00+00:00,2024-06-02T13:45:00+02:00,2024-06-02T11:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T12:45:00+00:00,2024-06-02T14:45:00+02:00,2024-06-02T12:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T13:45:00+00:00,2024-06-02T15:45:00+02:00,2024-06-02T13:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T14:45:00+00:00,2024-06-02T16:45:00+02:00,2024-06-02T14:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T15:45:00+00:00,2024-06-02T17:45:00+02:00,2024-06-02T15:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T16:45:00+00:00,2024-06-02T18:45:00+02:00,2024-06-02T16:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T17:45:00+00:00,2024-06-02T19:45:00+02:00,2024-06-02T17:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T18:45:00+00:00,2024-06-02T20:45:00+02:00,2024-06-02T18:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T19:45:00+00:00,2024-06-02T21:45:00+02:00,2024-06-02T19:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T20:45:00+00:00,2024-06-02T22:45:00+02:00,2024-06-02T20:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T21:45:00+00:00,2024-06-02T23:45:00+02:00,2024-06-02T21:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T22:45:00+00:00,2024-06-03T00:45:00+02:00,2024-06-02T22:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-02T23:45:00+00:00,2024-06-03T01:45:00+02:00,2024-06-02T23:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T00:45:00+00:00,2024-06-03T02:45:00+02:00,2024-06-03T00:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T01:45:00+00:00,2024-06-03T03:45:00+02:00,2024-06-03T01:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T02:45:00+00:00,2024-06-03T04:45:00+02:00,2024-06-03T02:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T03:45:00+00:00,2024-06-03T05:45:00+02:00,2024-06-03T03:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T04:45:00+00:00,2024-06-03T06:45:00+02:00,2024-06-03T04:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T05:45:00+00:00,2024-06-03T07:45:00+02:00,2024-06-03T05:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T06:45:00+00:00,2024-06-03T08:45:00+02:00,2024-06-03T06:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T07:45:00+00:00,2024-06-03T09:45:00+02:00,2024-06-03T07:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T08:45:00+00:00,2024-06-03T10:45:00+02:00,2024-06-03T08:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T09:45:00+00:00,2024-06-03T11:45:00+02:00,2024-06-03T09:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T10:45:00+00:00,2024-06-03T12:45:00+02:00,2024-06-03T10:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T11:45:00+00:00,2024-06-03T13:45:00+02:00,2024-06-03T11:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T12:45:00+00:00,2024-06-03T14:45:00+02:00,2024-06-03T12:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T13:45:00+00:00,2024-06-03T15:45:00+02:00,2024-06-03T13:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T14:45:00+00:00,2024-06-03T16:45:00+02:00,2024-06-03T14:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T15:45:00+00:00,2024-06-03T17:45:00+02:00,2024-06-03T15:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T16:45:00+00:00,2024-06-03T18:45:00+02:00,2024-06-03T16:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T17:45:00+00:00,2024-06-03T19:45:00+02:00,2024-06-03T17:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T18:45:00+00:00,2024-06-03T20:45:00+02:00,2024-06-03T18:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T19:45:00+00:00,2024-06-03T21:45:00+02:00,2024-06-03T19:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T20:45:00+00:00,2024-06-03T22:45:00+02:00,2024-06-03T20:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T21:45:00+00:00,2024-06-03T23:45:00+02:00,2024-06-03T21:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T22:45:00+00:00,2024-06-04T00:45:00+02:00,2024-06-03T22:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-03T23:45:00+00:00,2024-06-04T01:45:00+02:00,2024-06-03T23:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T00:45:00+00:00,2024-06-04T02:45:00+02:00,2024-06-04T00:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T01:45:00+00:00,2024-06-04T03:45:00+02:00,2024-06-04T01:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T02:45:00+00:00,2024-06-04T04:45:00+02:00,2024-06-04T02:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T03:45:00+00:00,2024-06-04T05:45:00+02:00,2024-06-04T03:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T04:45:00+00:00,2024-06-04T06:45:00+02:00,2024-06-04T04:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T05:45:00+00:00,2024-06-04T07:45:00+02:00,2024-06-04T05:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T06:45:00+00:00,2024-06-04T08:45:00+02:00,2024-06-04T06:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T07:45:00+00:00,2024-06-04T09:45:00+02:00,2024-06-04T07:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T08:45:00+00:00,2024-06-04T10:45:00+02:00,2024-06-04T08:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T09:45:00+00:00,2024-06-04T11:45:00+02:00,2024-06-04T09:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T10:45:00+00:00,2024-06-04T12:45:00+02:00,2024-06-04T10:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T11:45:00+00:00,2024-06-04T13:45:00+02:00,2024-06-04T11:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T12:45:00+00:00,2024-06-04T14:45:00+02:00,2024-06-04T12:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T13:45:00+00:00,2024-06-04T15:45:00+02:00,2024-06-04T13:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T14:45:00+00:00,2024-06-04T16:45:00+02:00,2024-06-04T14:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T15:45:00+00:00,2024-06-04T17:45:00+02:00,2024-06-04T15:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T16:45:00+00:00,2024-06-04T18:45:00+02:00,2024-06-04T16:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T17:45:00+00:00,2024-06-04T19:45:00+02:00,2024-06-04T17:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T18:45:00+00:00,2024-06-04T20:45:00+02:00,2024-06-04T18:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T19:45:00+00:00,2024-06-04T21:45:00+02:00,2024-06-04T19:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T20:45:00+00:00,2024-06-04T22:45:00+02:00,2024-06-04T20:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T21:45:00+00:00,2024-06-04T23:45:00+02:00,2024-06-04T21:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T22:45:00+00:00,2024-06-05T00:45:00+02:00,2024-06-04T22:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
2024-06-04T23:45:00+00:00,2024-06-05T01:45:00+02:00,2024-06-04T23:45:00+00:00,Europe/Rome,"[""TIMEZONE_ASSUMED""]",Timezone applied for reproducible UTC ordering.
